Complexity,Loss,Equation
1,0.94836366,"x0"
3,0.552049,"x5 - x1"
5,0.44723776,"x0 - exp(sqrt(x4))"
6,0.22838867,"(x0 / sqrt(x1)) - x4"
8,0.21470124,"((x0 + x4) / sqrt(x1)) - x4"
9,0.13527273,"square(x5) - ((sqrt(x4) * x4) * x1)"
11,0.13090909,"square(x5) - (x4 * ((sqrt(x4) * x1) + x4))"
12,0.12581818,"square(x5) - (x4 * ((sqrt(x4) * x1) + inv(x2)))"
14,0.121454544,"square(x5) - (sqrt(x4) * (((x1 - sqrt(x5)) * x4) - x1))"
15,0.12072727,"square(x5) - ((x1 - sqrt(x5)) * (x4 * (sqrt(x4) - sqrt(x2))))"
19,0.114934295,"(square(x5 / x1) * ((x4 + x1) + x4)) - ((x4 * 0.17213789) * x4)"
20,0.11197811,"(((square(x5 / x1) * x5) - (x4 * (x4 * 0.17177373))) / sqrt(x3)) + x0"
22,0.10766101,"x0 + (((square(x5 / x1) * x5) - ((x4 * x4) * 0.17066203)) / (sqrt(x3) + x2))"
24,0.10250036,"(((square(x5 / x1) * x5) + (x4 - ((x4 * 0.17737009) * x4))) / sqrt(x2 + x3)) + x5"
25,0.099636674,"(((x5 * square(x5 / x1)) - ((x4 * 0.19003817) * x4)) / sqrt(x3 + x2)) + (x4 * sqrt(x5))"
27,0.09963636,"((((square(x5 / x1) * x5) - (x4 * (x4 * 0.18993494))) / sqrt(x3 + x2)) + (x4 * sqrt(x5))) * x1"
28,0.099095024,"(x5 + (((x4 - (x4 * (x4 * 0.17783134))) + (square(x5 / x1) * x5)) / (sqrt(x3) + (x2 + x2)))) + x4"
30,0.09890909,"((((x4 + ((x5 * square(x5 / x1)) - ((x4 * x4) * 0.17733105))) / (sqrt(x3) + (x2 + x2))) + x5) + x4) * x1"
34,0.09489542,"((((((square(x5 / x1) * x5) - ((x4 * 0.17950566) * x4)) / sqrt(x3)) - (x5 * -1.401668)) / x2) / x5) + (x4 + sqrt(x1))"
36,0.094545454,"(((((((square(x5 / x1) * x5) - ((x4 * 0.17950566) * x4)) / sqrt(x3)) - (x5 * -1.401668)) / x2) / x5) + (x4 + sqrt(x1))) / x3"
38,0.09309091,"(x0 / sqrt(x3)) + (((x5 * x4) + (((((x5 * square(x5 / x1)) - ((x4 * x4) * 0.17938012)) / sqrt(x3)) - (x5 * -1.4352218)) / x2)) - x0)"
43,0.09236363,"((sqrt(inv(x3)) + (((((((x5 * square(x5 / x1)) - (x4 * (0.17938012 * x4))) / sqrt(x3)) - (x5 * -1.4350982)) / x2) + (x5 * x4)) / x0)) * (x5 + x1)) - x0"
46,0.09163637,"((x0 / sqrt(x3)) + (((x5 * x4) + ((((((x5 * square(x5 / x1)) - (x4 * (x4 * 0.17938012))) / sqrt(x3)) - (x5 * -1.4352218)) / x2) - (x0 - x1))) - (x4 + x0))) + x5"
