Complexity,Loss,Equation
1,0.91636366,"6597.8755"
3,0.4079678,"50.068634 - x4"
4,0.40708816,"cube(49.242 - x4)"
5,0.4029091,"(47.317703 - x4) * x1"
6,0.20184445,"cube(x5 / x4) - x1"
7,0.17317252,"x5 - (x1 * (x4 * 0.018785683))"
8,0.14505579,"x5 - (x1 * square(x4 * -0.017786765))"
9,0.12750901,"x5 - ((x1 * (x4 + -12.498629)) * 0.024802197)"
10,0.12487294,"(x5 * ((inv(x1) / 0.025848791) + 0.037390232)) - x4"
11,0.11872539,"(x5 - (0.023028329 * (x1 * (x4 + -12.967717)))) + -32.072315"
12,0.09891201,"((inv(x1 / 40.76621) + (x2 + x3)) * x5) - x4"
13,0.09744077,"cube((x5 * ((inv(x1) / 0.025148835) + (x3 + x2))) - x4)"
14,0.09381818,"(((x2 + ((inv(x1) / 0.02456274) + x3)) * x5) - x4) * x1"
16,0.09211826,"tan(x1) + cube(((x2 + (x3 + (inv(x1) / 0.024851317))) * x5) - x4)"
17,0.0866054,"inv(tan(x5)) + cube((((x2 + (inv(x1) / 0.025236135)) + x3) * x5) - x4)"
18,0.084363736,"x0 / ((((x2 + (x3 - 0.017769452)) + (inv(x1) / 0.03340337)) * (x5 / x4)) - 0.68763274)"
19,0.08436364,"cube(x0 / ((((((x3 - 0.017769452) + x2) + (inv(x1) / 0.03340337)) * x5) / x4) - 0.68763274))"
21,0.08363646,"x0 / ((((((inv(x1) / 0.0333335) + x3) + (x2 - 0.017707704)) / x4) * (x5 + cos(x0))) - 0.6922715)"
22,0.083636366,"cube(x0 / ((((((inv(x1) / 0.0333335) + x3) + (x2 - 0.017707704)) / x4) * (x5 + cos(x0))) - 0.6922715))"
24,0.07927998,"(x1 * 2.5429072) + ((-0.10561605 / (x2 * x3)) + (((((inv(x1) / x4) * (x5 / 0.02566595)) - 0.7862406) / 0.14373669) * x0))"
25,0.079272725,"cube((x1 * 2.5429072) + ((-0.10561592 / (x3 * x2)) + (((((x5 / 0.025665054) * (inv(x1) / x4)) - 0.7862405) / 0.14373673) * x0)))"
26,0.07790789,"(((x1 * 2.5272784) + x5) - (0.10358382 / (x3 * x2))) + ((x0 * ((x5 * ((inv(x1) / 0.027297717) / x4)) - 0.79404527)) / 0.1344397)"
27,0.07715207,"x5 + (((x1 * 2.527278) + (x0 * ((((inv(x1) / 0.027283797) * (x5 / x4)) - 0.7938644) / 0.13377419))) - ((inv(x3) * 0.103586406) / x2))"
28,0.07709091,"cube((x5 + ((x1 * 2.527278) + (x0 * ((((inv(x1) / 0.027283797) * (x5 / x4)) - 0.7938644) / 0.13377419)))) - ((inv(x3) * 0.103586406) / x2))"
30,0.076389305,"(x5 + ((x1 * 2.527278) + ((x0 * (((inv(x1) / 0.027283797) * (x5 / x4)) - 0.7938644)) / 0.13377419))) - (((inv(x3) * 0.103586406) / x2) + tan(x4))"
31,0.07636364,"cube((x5 + ((x1 * 2.527278) + ((x0 * (((inv(x1) / 0.027283797) * (x5 / x4)) - 0.7938644)) / 0.13377419))) - (((inv(x3) * 0.103586406) / x2) + tan(x4)))"
32,0.072806485,"(x5 + (x1 * 2.527278)) + (tan(x5 / -0.030857667) + ((((((x5 / x4) * (inv(x1) / 0.027300263)) - 0.79404485) / 0.13444027) * x0) - inv(x3 / (0.10358635 / x2))))"
33,0.072727315,"cube(tan(x5 / -0.030857667) + (((x1 * 2.527278) + (x5 + (((((inv(x1) / 0.027303696) * (x5 / x4)) - 0.7940449) * x0) / 0.13444035))) - inv(x3 / (0.10358417 / x2))))"
34,0.07272727,"((tan(x5 / -0.030857664) + ((x1 * 2.527278) + (x5 + ((x0 / 0.13444036) * (((inv(x1) / 0.027298536) * (x5 / x4)) - 0.79404485))))) - inv(x3 / (0.10358478 / x2))) / 0.012167993"
36,0.072,"(((((x1 + tan(x5 / -0.030857664)) * 2.527278) + ((((inv(x1) / 0.027298536) * (x5 / x4)) - 0.79404485) * (x0 / 0.13444036))) + (x5 - inv(x3 / (0.10358478 / x2)))) / 0.012167993) - x1"
