Complexity,Loss,Equation
1,0.89672726,"x1"
3,0.8162905,"x0 - x1"
4,0.5702811,"x0 - square(x4)"
5,0.4470917,"x0 - exp(sqrt(x4))"
6,0.23918703,"(x0 / sqrt(x1)) - x4"
8,0.2193286,"x4 + (square(x0 / x4) - x1)"
9,0.15996797,"square(1111.4845 / x4) - x1"
11,0.15734908,"(x4 - x1) + square(-962.3724 / x4)"
12,0.153825,"square(-1020.18756 / x4) + (sqrt(x0) - x1)"
14,0.15246274,"square(-969.0308 / x4) + (x4 - (x1 + sqrt(x4)))"
16,0.14909093,"x0 / ((x1 * (inv(x4) - 0.032370448)) + 4.665984)"
17,0.14909092,"((x1 * (inv(x4) - 0.032370448)) + 4.665984) * square(x1)"
19,0.14763637,"x1 + ((((inv(x4) - 0.03241539) * x1) + 4.666047) / square(x3))"
21,0.14526954,"x4 + (square(-1020.189 / x4) - (x1 + square((0.072910994 - x3) / x2)))"
22,0.13967498,"x1 + ((((x4 * (inv(x4) - 0.038702782)) * (x1 * 0.15661904)) + x4) / x2)"
23,0.13179836,"(x0 * sqrt(x3 + x2)) + (((inv(x4) - 0.06391907) * 0.1714452) * (x1 * x4))"
25,0.12983601,"(x0 * sqrt(x3 + (x2 + x3))) + ((x4 * 0.17924683) * ((inv(x4) - 0.06987738) * x1))"
27,0.128,"((x0 * sqrt((x2 + x3) + x3)) + (x1 * ((inv(x4) - 0.06932856) * (x4 * 0.1811998)))) / x3"
30,0.1276271,"((x1 * 0.12587318) * ((inv(x4) - 0.0841788) * x4)) + (sqrt((x3 / 2.262735) + (x3 + x2)) * x0)"
32,0.12509091,"(((x0 * sqrt(x2 + x3)) + ((x1 * x4) * (0.17735817 * (inv(x4) - 0.063877165)))) * (x1 + inv(x3))) + (x4 * x4)"
40,0.12138437,"((inv(x3) / x4) * ((x0 * sqrt(x2 + x3)) + (x1 * ((inv(x4) - 0.048076704) * (x4 * 0.3029775))))) + ((sqrt(x4) + x4) - (x3 * (sqrt(x0) * x4)))"
42,0.12072727,"((sqrt(x4) + (((inv(x3) / x4) * ((((x1 * (inv(x4) - 0.0480767)) * 0.3029775) * x4) + (x0 * sqrt(x3 + x2)))) + x4)) - (x3 * (x4 * sqrt(x0)))) * x0"
43,0.11563639,"(((((((((x1 * x4) * (inv(x4) - 0.06503776)) * 0.19718525) + (sqrt(x3 + x2) * x0)) * (inv(x3) / x4)) + x4) / x3) * inv(x2)) / x4) - (x0 * (x4 * x3))"
45,0.112628065,"((((((((x4 * ((inv(x4) - 0.06422012) * (x1 * 0.19505195))) + (x0 * sqrt(x2 + x3))) * inv(x3)) / x4) + x4) / x3) * (inv(x2) / x4)) - ((x4 * x3) * x0)) - x1"
47,0.11127274,"((((inv(x2) / x4) * (x4 + (((((inv(x4) - 0.0642394) * ((x4 * 0.19501112) * x1)) + (sqrt(x3 + x2) * x0)) * inv(x3)) / x4))) / x3) - (x0 * ((x4 * x3) - x3))) - x1"
48,0.11127273,"((inv(x2) / x4) * ((x4 + (inv(x3) * ((((x4 * 0.19501112) * (x1 * (inv(x4) - 0.0642394))) + (sqrt(x3 + x2) * x0)) / x4))) / x3)) - ((x0 * (x3 * (x4 - exp(x3)))) + x1)"
