Complexity,Loss,Equation
1,0.92628574,"x0"
3,0.56611866,"x5 - x1"
5,0.44064677,"x0 - exp(sqrt(x4))"
6,0.24611662,"(x0 / sqrt(x1)) - x4"
7,0.24611661,"(x0 * sqrt(inv(x1))) - x4"
8,0.22458673,"(x0 - (x4 * sqrt(x1))) + x5"
9,0.12909508,"x5 - (sqrt(x1 / sqrt(x4)) * x4)"
10,0.12851183,"x5 - (sqrt(x4) * (x4 * (x1 / x5)))"
11,0.128,"(x5 - (sqrt(x1 / sqrt(x4)) * x4)) * x4"
12,0.11995943,"x5 + (((sqrt(sqrt(x0)) - sqrt(x1)) * x4) + x5)"
13,0.11180504,"(x5 + x5) + ((5.3254433 - sqrt(x1)) * x4)"
15,0.110886216,"(x5 + x5) + (((sqrt(sqrt(x0)) - sqrt(x1)) * x4) / exp(x2))"
16,0.10172189,"((x4 * (5.1053686 - (sqrt(x1) / exp(x2)))) + x5) + x5"
17,0.09682512,"(((4.8722043 - (sqrt(x1) / square(exp(x2)))) * x4) + x5) + x5"
18,0.09666366,"x5 + ((x4 * (4.873835 - (sqrt(x1) / (exp(x2) + x2)))) + x5)"
19,0.096,"((x4 * (4.8577 - (sqrt(x1) / square(exp(x2))))) + (x5 + x5)) * x1"
26,0.09085754,"x0 / ((((x1 - (sqrt(x1) / (x3 + x2))) / x5) + 6.1455126) + (((x5 + x5) / x4) - sqrt(x1)))"
27,0.09085714,"(((((x5 + x5) / x4) + ((x1 - (sqrt(x1) / (x3 + x2))) / x5)) + 6.1455126) - sqrt(x1)) * square(x4)"
29,0.08114288,"((((x5 + (0.184668 * (x1 - (sqrt(x1) / (x3 + x2))))) + x5) / x4) + (6.7608232 - sqrt(x1))) * x0"
30,0.08114286,"((((0.18501933 * (x1 - (sqrt(x1) / (x2 + x3)))) + (x5 + x5)) / x4) + (6.7608232 - sqrt(x1))) * square(x0)"
35,0.080809146,"((((x5 + (((x1 - (sqrt(x1) / (x3 + x2))) * 0.18501933) + x5)) / x4) + 6.7608232) - sqrt(x1)) * square(x4 + (sqrt(x0) - x1))"
37,0.08,"(square(x5) * ((((x1 - (sqrt(x1) / (x3 + x2))) * 0.18501933) / x4) + ((((x5 + x5) / x4) + 6.7608232) - sqrt(x1)))) - exp(x3 / x2)"
39,0.07924147,"((((x1 - (sqrt(x1) / (x2 + x3))) * 0.19067878) / x4) + ((6.782383 - sqrt(x1)) + ((x5 + x5) / x4))) * square(x5 + ((x5 - x1) + sqrt(x4)))"
40,0.07714286,"(((((((x1 - (sqrt(x1) / (x3 + x2))) * 0.18501933) / x4) + 6.7608232) - sqrt(x1)) + ((x5 + x5) / x4)) * (x4 + square(x5 + (x5 - x1)))) + x4"
