Complexity,Loss,Equation
1,0.9425455,"x4"
3,0.55352104,"x4 - x1"
5,0.44438654,"x0 - exp(sqrt(x3))"
6,0.23753886,"(x0 / sqrt(x1)) - x3"
8,0.22510605,"((x0 + x4) / sqrt(x1)) - x3"
9,0.1366814,"x4 - (sqrt(x1 / sqrt(x3)) * x3)"
10,0.13668136,"x4 - (sqrt(x1) / (sqrt(sqrt(x3)) / x3))"
11,0.13420376,"x4 - sqrt(x3 * ((sqrt(x3) * x1) - x3))"
12,0.122850865,"(x4 - (sqrt(x1 / sqrt(x3)) * x3)) + sqrt(x4)"
14,0.1187195,"x4 - sqrt((sqrt(x3) - 0.7706831) * (x1 * x3))"
15,0.11273677,"(square((x4 * -104.826195) / x3) / x1) - (x1 + x0)"
17,0.1083933,"(x3 + (square((x4 / x3) * -102.68759) / x1)) - (x1 + x0)"
18,0.10763654,"(square(exp(x2) * (x4 * (-102.963036 / x3))) / x1) - (x1 + x0)"
19,0.10693183,"(square(((x4 / x3) + x2) * -102.61313) / x1) - ((x0 - x3) + x1)"
20,0.10619369,"(square((x4 * -102.61249) / (sqrt(x2) - x3)) / x1) - (x1 + (x0 - x3))"
21,0.106181815,"((x3 + ((square((x4 / x3) * -102.68759) / x1) - (x1 + x0))) / x2) + x1"
23,0.10551011,"(x3 - ((x1 + x0) - ((x1 + x1) * x2))) + (square(x4 * (-102.38538 / x3)) / x1)"
25,0.09679816,"(square(x4 * ((x3 + 136.80824) / (x3 / -0.5430176))) / x1) - ((inv(x2) + x4) + x0)"
27,0.096727274,"((square((x3 + 136.81046) * (x4 / (x3 / 0.5427685))) / x1) - ((x0 + x4) + inv(x2))) * x1"
31,0.09661639,"(square((-0.54256386 + (136.80424 / (x3 / -0.5431957))) * x4) / x1) - ((x0 + x4) + inv(x2 - inv(x0)))"
34,0.094610706,"(square((-0.54256386 + (136.80424 / (x3 / -0.5431957))) * x4) / x1) - ((x0 + x4) + inv(x2 - inv(square(x0 - x1))))"
36,0.094545454,"(((square(x4 * (-0.54256386 + (136.80424 / (x3 / -0.5431957)))) / x1) - (x0 + x4)) - inv(x2 - inv(square(x0 - x1)))) * x3"
45,0.09381818,"(((x1 - x4) + (((((x0 - inv(x2)) / x0) * (square(x4 * (((113.6153 / (x3 / -0.6802386)) + x2) + -0.5470684)) / x1)) - (x4 + x0)) * inv(x2))) - x4) - x4"
50,0.09309091,"((((((((x0 - inv(x2)) / x0) * (square((x2 + (-0.5470684 + (113.6153 / (x3 / -0.6802386)))) * x4) / x1)) - (x4 + x0)) * inv(x2)) - (x3 * (x4 / inv(x2)))) - x4) + x1) - x4"
