Complexity,Loss,Equation
1,0.91345453,"x2"
3,0.5762756,"x2 - x0"
5,0.4892168,"x2 - exp(sqrt(x1))"
6,0.4107764,"49.177746 - x1"
8,0.1949091,"25723.402 - (x1 * x0)"
9,0.14040689,"x2 - sqrt((sqrt(x1) * x1) * x0)"
10,0.14005694,"x2 - (sqrt(x1) * ((x0 * x1) / x2))"
11,0.1340571,"x2 - (x1 * sqrt(x0 * 0.13667908))"
12,0.1275449,"x2 - (sqrt(x1 * (sqrt(x1) * x0)) - sqrt(x2))"
13,0.12270587,"438.90854 - (sqrt(x1) * ((x0 * x1) / x2))"
14,0.11998544,"((50.84976 - (x1 * (x0 / x2))) * x1) + x0"
15,0.11863659,"((x0 - ((x1 * x0) / sqrt(x2))) * 0.5669624) + x2"
17,0.11621084,"(x0 + x2) + (x2 - (x0 * (x1 * sqrt(1.1898991 / x2))))"
19,0.11563636,"x1 * ((x2 + (x0 + x2)) - (x0 * ((1.0901668 / sqrt(x2)) * x1)))"
20,0.11353883,"(((x0 - (((x1 * (x0 / sqrt(x2))) - x2) - x2)) * sqrt(sqrt(x2))) - x0) + x1"
22,0.11345454,"(x1 + (((x0 - (((x1 * (x0 / sqrt(x2))) - x2) - x2)) * sqrt(sqrt(x2))) - x0)) * x2"
23,0.112749,"((x0 + x2) - square(x0 * 0.022142729)) - ((x0 * (0.61042506 / sqrt(x2))) * x1)"
24,0.11272727,"(sqrt(x1) * (((x0 - ((((x1 * x0) / sqrt(x2)) - x2) - x2)) - sqrt(x0)) - sqrt(sqrt(x2)))) - x0"
25,0.10773447,"((x2 + x0) - (x1 * square(x0 * 0.0044393684))) - ((x1 * (x0 / sqrt(x2))) * 0.53111756)"
26,0.10767076,"((x2 - ((x0 * x1) * (0.5304157 / sqrt(x2)))) - square((sqrt(x1) * x0) * 0.004469732)) + x0"
27,0.10763636,"(((x2 - (square(0.004454471 * x0) * x1)) - ((x0 / sqrt(x2)) * (x1 * 0.5311204))) + x0) * x1"
28,0.10690909,"(x0 + ((x2 - (((x0 / sqrt(x2)) * 0.5304157) * x1)) - square((x0 * 0.004469732) * sqrt(x1)))) * x0"
38,0.10109091,"((((x2 - square((sqrt(x1) * 0.004454471) * x0)) - ((x1 * (0.5311204 * x0)) / sqrt(x2))) + x0) * square(x1 - (0.5311204 * x0))) - x1"
43,0.100363635,"(((x0 + (x2 - square(x0 * (0.0043217987 * sqrt(x1))))) + (((-1.0426345 - x1) * x0) * (0.5311204 / sqrt(x2)))) * square((x0 * 0.5311204) - x1)) - x1"
