Complexity,Loss,Equation
1,0.9308571,"x5"
2,0.93085694,"5.3430443"
3,0.5620396,"x5 - x1"
4,0.41033983,"48.544075 - x4"
6,0.19142857,"24873.771 - (x4 * x1)"
7,0.15371457,"1109.2504 - (sqrt(x1) * x4)"
9,0.136,"square(x5) - ((sqrt(x4) * x4) * x1)"
11,0.12628572,"square(x5) - (x4 * ((x1 * sqrt(x4)) - x5))"
12,0.10654548,"x5 + (((x5 / x1) - (x4 * 0.026093911)) * x0)"
14,0.101201646,"x5 + (((x5 / x1) + (x3 - (x4 * 0.026563438))) * x0)"
16,0.09657143,"x0 / (sqrt(sqrt(x3)) + ((x5 / x1) - ((x4 * 0.025317691) - x2)))"
17,0.08696699,"((x4 * (sqrt(x2) + ((x5 / x1) - (x4 * 0.022900103)))) / x3) + x5"
19,0.0817144,"(x4 * (((sqrt(x2) - ((x4 * 0.023498628) - x2)) + (x5 / x1)) / x3)) + x5"
20,0.08114286,"((((sqrt(x2) - ((0.023328733 - square(x2)) * x4)) + (x5 / x1)) / x3) * x4) + x5"
21,0.07947138,"((((x2 + sqrt(x2)) - (x4 * 0.023089217)) + (x5 / x1)) * ((x4 / x3) + x5)) + x5"
22,0.078286484,"((((sqrt(x2) + ((x5 / x1) - ((x4 * 0.02299467) - x2))) / x3) + -2.0060678) * x4) + x5"
24,0.07783248,"x5 + ((((x2 + sqrt(x2)) - ((x4 * 0.023334792) / exp(x3))) + (x5 / x1)) * (x5 + (x4 / x3)))"
26,0.07771429,"(x5 + ((((x5 / x1) + x2) + (sqrt(x2) - ((x4 * 0.02333412) / exp(x3)))) * ((x4 / x3) + x5))) / x3"
27,0.07657218,"((x4 * (((sqrt(x2) - (x4 * 0.022737842)) + (x5 / x1)) / x3)) + x5) - square((-1.5210631 / (x0 * x3)) / x2)"
28,0.07547357,"(((x4 * ((x5 / x1) + (sqrt(x2) - ((x4 * 0.022732204) - x2)))) / x3) - sqrt(inv(x4 * square(x3)) / x2)) + x5"
30,0.07042443,"((x4 * (((x5 / x1) - ((x4 * 0.02320615) - (sqrt(x2) + x2))) / x3)) + x5) - inv(square(((x2 * x1) + 3.0169237) * x3))"
31,0.06914296,"((((((x5 / x1) - ((x4 * 0.023498258) - x2)) + sqrt(x2)) / x3) - square(square((inv(x3 * x5) * 0.01945742) / x2))) * x4) + x5"
32,0.069017366,"(((x4 * (((x5 / x1) - ((x4 * 0.023207113) - (x2 + sqrt(x2)))) / x3)) + x5) - inv(square(((x1 * x2) + 3.0169237) * x3))) - x4"
34,0.066285715,"((((((x5 / x1) + sqrt(x2)) - ((x4 * 0.022960003) - x2)) / x3) - square((-0.09509686 / x2) * inv(square(x3 * x5)))) * x4) + (x5 * 0.8150429)"
35,0.066279545,"x5 + (((((x5 / x1) + (sqrt(x2) - ((x4 * 0.02296719) - x2))) / x3) - square((inv(exp(x5 * x3)) * 0.17806906) / x2)) * (x4 + inv(sqrt(x2))))"
37,0.065714344,"x5 + ((((((x5 / x1) - ((x4 * 0.02300188) - x2)) + sqrt(x2)) / x3) - square((inv(exp(x3 * x5)) * 0.17954558) / x2)) * (sqrt(0.58445424 / x2) + x4))"
39,0.065714285,"(x5 + ((((((x5 / x1) - ((x4 * 0.022960003) - x2)) + sqrt(x2)) / x3) - square(inv(square(x3 * x5)) * (-0.09400736 / x2))) * ((0.9159919 / sqrt(x2)) + x4))) / x3"
40,0.064668655,"(((x4 + 3.9347086) * ((((x5 / x1) - ((x4 * 0.022753296) - x2)) + sqrt(x2)) / x3)) + (x5 - square((x4 * (-0.026422773 / x2)) * (square(inv(x3 * x5)) + x3)))) - x4"
42,0.064571425,"x1 * ((((x4 + 3.8776739) * (((sqrt(x2) + (x5 / x1)) - ((x4 * 0.022761464) - x2)) / x3)) - x4) + (x5 - square(((0.026217654 / x2) * x4) * (square(inv(x3 * x5)) + x3))))"
43,0.06114343,"(x4 * ((((((x5 / x1) + sqrt(x2)) - ((x4 * 0.023044711) - x2)) / x3) - square(inv(exp(x5 * x3) * (x2 / 0.18520801)))) - ((x1 + x4) / (x5 - square(exp(x2 * x4)))))) + x5"
46,0.061142858,"(((((sqrt(x2) + ((x5 / (x1 + -1.4375913)) - ((x4 * 0.023119608) - x2))) / x3) - square(inv(exp(x3 * x5)) * (0.18525164 / x2))) - ((x1 + x4) / (x5 - square(exp(x4 * x2))))) * x4) + x5"
50,0.06057306,"(x4 * (((((sqrt(x2) + (x5 / (x1 + -1.671232))) - ((x4 * 0.023119608) - x2)) / x3) - square(inv(exp(x3 * x5)) * (0.18525164 / x2))) - ((x1 + (square(x4) / sqrt(x1))) / (x5 - square(exp(x2 * x4)))))) + x5"
