Complexity,Loss,Equation
1,0.9337143,"x1"
3,0.55412996,"x5 - x1"
5,0.4553043,"x0 - exp(sqrt(x4))"
6,0.23486768,"x0 - (x4 * sqrt(x1))"
7,0.23485714,"square(x0) - (x1 * square(x4))"
8,0.22575928,"(x0 + x4) - (x4 * sqrt(x1))"
9,0.14531307,"square(square(x5) / (x4 * x1)) - x4"
10,0.14514285,"square(square(x5) / x1) - (x4 * square(x4))"
11,0.14240651,"square(square(x5) / (x5 - (x1 * x4))) - x4"
12,0.13417797,"((sqrt(sqrt(x0)) - sqrt(x1)) * x4) + (x5 + x5)"
13,0.12605843,"(x5 + x5) + (x4 * (5.3236785 - sqrt(x1)))"
15,0.12327487,"(((sqrt(sqrt(x0)) - sqrt(x1 / exp(x2))) * x4) + x5) + x5"
16,0.11541645,"((5.1516175 - sqrt(x1)) * x4) + (exp(x2) * (x5 + x5))"
17,0.113714285,"(((x5 + x5) + ((5.31684 - sqrt(x1)) * x4)) / x3) + x1"
20,0.113142855,"(x1 + ((x5 + (x5 + (x4 * (5.351095 - sqrt(x1))))) / x3)) - inv(x2)"
22,0.110285714,"(((x5 + x5) + (x4 * (4.3650827 - sqrt(x1)))) / x3) + (x0 / 0.250123)"
26,0.103232525,"(x5 * square((1.3709491 / x1) * x5)) - square((x4 / square(exp(sqrt(x3 + x2)))) - 10.098057)"
28,0.096582614,"(square(x5 * (-1.4297142 / x1)) * x5) - square(11.277014 - (x4 / square(x2 + (x2 + exp(sqrt(x3))))))"
30,0.095439725,"(square(x5 * (1.4355614 / x1)) * x5) - square((x4 / square((exp(x2 + x2) + sqrt(x3)) + x3)) - 10.845703)"
32,0.09485714,"((square(x5 / (x1 * 0.7130876)) * x5) - square((x4 / (square(exp(x2 + (sqrt(x3) + x2))) + x3)) - 11.141165)) * x4"
37,0.09142857,"(x5 * ((x5 * square(x5 / (x1 * 0.7061269))) - square(11.231491 - (x4 / (x3 + square(exp(x2 + (sqrt(x3) + x2)))))))) - inv(x2 * x3)"
39,0.09085714,"((((square(x5 / (0.6972522 * x1)) * x5) - square((x4 / square(((x2 + x3) + exp(x2)) + sqrt(x3))) - 11.085186)) * x5) + x1) - inv(x3 * x2)"
40,0.09028571,"(x5 * ((x5 * square(x5 / (x1 * 0.7061269))) - square(11.231491 - (x4 / (x3 + square(exp(x2 + (x2 + sqrt(x3))))))))) - inv(x3 * (x2 + inv(x0)))"
41,0.08971429,"((x0 - inv(x3 * x2)) + (((square(x5 / (x1 * 0.6972522)) * x5) - square((x4 / square((sqrt(x3) + x2) + (x3 + exp(x2)))) - 11.085186)) * x5)) + x1"
45,0.08914286,"((((((x5 * square(x5 / (x1 * 0.70764196))) - square(11.223264 - (x4 / square((x2 + (exp(x2) + x3)) + sqrt(x3))))) * x5) + (x0 + x0)) - inv(x2 * x3)) + x0) + x1"
