Complexity,Loss,Equation
1,0.9330909,"x1"
3,0.8214256,"x0 - x1"
4,0.55942416,"x0 - square(x4)"
5,0.44591957,"x0 - exp(sqrt(x4))"
6,0.23875089,"(x0 / sqrt(x1)) - x4"
8,0.22483775,"((x4 + x0) / sqrt(x1)) - x4"
9,0.21052273,"x0 + ((sqrt(x4) - x4) * sqrt(x1))"
10,0.2000475,"x0 + ((x1 * x4) * -0.034890067)"
11,0.1821752,"sqrt(x0 * (1252.1475 / x1)) - x4"
12,0.17165789,"x1 + (((x1 * -0.060403287) * x4) + x0)"
14,0.16878174,"(x0 + x1) + ((x3 + (x4 * -0.06087202)) * x1)"
15,0.15894571,"((x1 - inv(x2)) + x0) + (x1 * (x4 * -0.05734398))"
16,0.15564068,"x0 + (((x3 + (x2 + -0.100790665)) * (x4 * x1)) + x1)"
18,0.15285656,"(x1 * (x4 * (x3 + (x2 + -0.10220651)))) + (x4 + (x0 + x1))"
19,0.152748,"(x4 * (exp(x2) + (x1 * ((x2 + -0.10222507) + x3)))) + (x0 + x1)"
20,0.14931126,"(x4 * (((x2 + x3) + -0.10459618) * x1)) + (((x0 + x4) + x1) + x4)"
21,0.14756072,"(((x1 + x0) + x4) * exp(x3)) + (((x2 + (x3 + -0.10360765)) * x4) * x1)"
22,0.14650266,"(x1 * (x4 * ((x2 + x3) + -0.10469349))) + (square(exp(x3)) * ((x4 + x1) + x0))"
23,0.14618206,"(x4 + ((x4 + (x0 + x1)) * exp(x3))) + ((x3 + (x2 + -0.105991974)) * (x1 * x4))"
24,0.14545485,"((x4 + x4) + ((square(exp(x3)) * x1) + (((x2 + -0.10585271) + x3) * (x4 * x1)))) + x0"
25,0.14472745,"((x4 + ((x0 + x1) * square(square(exp(x3))))) + x4) + (x4 * (((x3 + -0.108007506) + x2) * x1))"
27,0.14472727,"((x4 + x4) + ((square(square(exp(x3))) * x1) + ((((x2 + -0.1058049) + x3) * (x4 * x1)) + x0))) / x2"
28,0.13018183,"((x4 + (sqrt(x1) * ((x4 * -0.10037839) + 2.634776))) * sqrt(square(x1 - x0))) - inv(square(x2 + x3))"
30,0.12727273,"(sqrt(x1 + square(x0 - x1)) * ((sqrt(x1) * (2.635896 + (x4 * -0.1003833))) + x4)) - square(inv(x3 + x2))"
32,0.12436362,"(sqrt((square(x0 - x1) + x1) + x0) * (x4 + (sqrt(x1) * ((x4 * -0.10039104) + 2.6358948)))) - inv(square(x3 + x2))"
33,0.12290909,"((((2.635896 + (x4 * -0.1003833)) * sqrt(x1)) + x4) * sqrt(square(x0 / x4) + square(x0 - x1))) - inv(square(x3 + x2))"
35,0.122189485,"(((sqrt(x1) * ((-0.10039104 * x4) + 2.6358948)) + x4) * sqrt(square(x1 / (x1 - x0)) + square(x0 - x1))) - inv(square(x3 + x2))"
36,0.12114125,"((x4 + (sqrt(x1) * ((x4 * -0.10039104) + 2.6358948))) * sqrt(square((((x1 - x4) / (x0 - x1)) + x0) - x1))) - square(inv(x3 + x2))"
38,0.12078692,"((x4 + (sqrt(x1) * ((x4 * -0.10039104) + 2.6358948))) * sqrt(square((x0 + ((x1 - x4) / (x0 - x1))) - x1))) - square(inv(x2 + x3) + x3)"
39,0.12072727,"((((((x4 * -0.10037378) + 2.635897) * sqrt(x1)) + x4) * sqrt(square(inv(x2 + x3)) + (square(x1 - x0) + x1))) - square(inv(x2 + x3))) - inv(x2)"
40,0.120726675,"((sqrt(square(inv(x3 + 0.0060769245)) + square(x0 - x1)) * (x4 + (sqrt(x1) * ((x4 * -0.10037403) + 2.6358993)))) - square(inv(x2 + x3))) - sqrt(x1)"
42,0.12071622,"(((x4 + (sqrt(x1) * (2.6358986 + (x4 * -0.10037492)))) * sqrt(square(inv(0.0060606855 + x3)) + square(x0 - x1))) - square(x3 + inv(x2 + x3))) - sqrt(x1)"
43,0.12005409,"((sqrt(square(x0 - x1) + inv(square(x3 + 0.0060543646))) * ((((x4 * -0.100364305) + 2.6358998) * sqrt(x1)) + x4)) - (sqrt(x4) + inv(square(x2 + x3)))) - sqrt(x1)"
44,0.12000115,"((sqrt(inv(square(x3 + 0.006050839)) + square(x0 - x1)) * ((((x4 * -0.100362726) + 2.6358998) * sqrt(x1)) + x4)) - square(sqrt(inv(x4)) + inv(x3 + x2))) - sqrt(x1)"
45,0.12,"x4 * (((sqrt(inv(square(x3 + 0.006050839)) + square(x1 - x0)) * ((((x4 * -0.100362726) + 2.6358998) * sqrt(x1)) + x4)) - (sqrt(x1) + square(inv(x3 + x2)))) - sqrt(x4))"
