Complexity,Loss,Equation
1,0.24880466,"0.5345783"
4,0.16861778,"exp(x1 * -0.014298947)"
5,0.15967305,"(x1 * -0.010792479) + 1.0999398"
6,0.1022432,"exp(x0 * (x1 * -3.3255106e-5))"
8,0.08948024,"exp((x1 * -4.5328314e-5) * x0) * 1.2879443"
9,0.07771137,"sin(exp((x1 * x0) * -7.0731774e-5) * 2.3202076)"
10,0.07718591,"sin(2.2745783 * sin(exp((x0 * x1) * -7.0731774e-5)))"
11,0.075886525,"sin(exp((x1 * -7.0731774e-5) * x0) * 2.2745783) * 1.0779588"
12,0.07538491,"(inv(cos(cos((x0 * -2.4860754e-5) * x1))) + -1.0847673) / 0.74676067"
13,0.07290392,"sin(cos(((x1 * (x1 + x0)) * 2.5738642e-5) - -1.1525558)) + 0.75865793"
14,0.07102366,"(inv(cos(cos((x1 + x0) * (x1 * 2.2931254e-5)))) + -1.0598981) / 0.7565529"
16,0.07029113,"((inv(cos(cos(((x1 + x0) * x1) * 2.2533039e-5))) + -1.0598981) / 0.73727214) - 0.022860115"
18,0.06981503,"((inv(cos(cos(((x1 + x0) * 2.254948e-5) * (x1 + -1.9680845)))) + -1.0598981) / 0.7336927) + -0.05683934"
20,0.06961383,"((-1.0598981 + inv(cos((x0 * 2.311803e-5) + cos((2.311803e-5 * x1) * (x0 + x1))))) / 0.73888344) - 0.03401611"
