Complexity,Loss,Equation
1,0.9308571,"x5"
3,0.5620396,"x5 - x1"
5,0.43800122,"x0 - exp(sqrt(x4))"
6,0.23251651,"(x0 / sqrt(x1)) - x4"
8,0.2125805,"(x5 + x0) - (sqrt(x1) * x4)"
9,0.1362504,"square(x5 / x4) - (x1 / sqrt(x4))"
10,0.13624944,"((x5 * x5) / x4) - (x1 * sqrt(x4))"
11,0.13503858,"square(x2 + (x5 / x4)) - (x1 / sqrt(x4))"
12,0.12603882,"(((x5 / x4) * x5) - (sqrt(x4) * x1)) + x5"
13,0.119644046,"(sqrt(x5) + square(x5 / x4)) - (x1 / sqrt(sqrt(x0)))"
15,0.11428461,"((square(x5 / x4) - (x1 / sqrt(sqrt(x0)))) + sqrt(x5)) / x3"
16,0.1141125,"((sqrt(x5) + square(x5 / x4)) - (x1 / sqrt(sqrt(x0)))) / sqrt(x3)"
17,0.11222434,"square(x5 / x4) - ((sqrt(x1) * 0.0052737193) * (x1 + inv(x3)))"
19,0.105714284,"(square(x5 / x4) - ((x1 + inv(x3)) * (sqrt(x1) * 0.0052737193))) * x0"
21,0.09257143,"x1 + ((square(x5 / x4) - ((x1 + inv(x3)) * (0.005903316 * sqrt(x1)))) / x2)"
25,0.092008024,"((square((x5 / x4) + (x2 - x3)) - ((sqrt(x1) * 0.005958759) * (x1 + inv(x3)))) / x2) + x1"
26,0.09142857,"(((square(x5 / x4) - (sqrt(x1) * ((x1 + inv(x3)) * 0.005958759))) / x2) + x1) + square(x1 / x4)"
28,0.08571429,"(x1 * (square(x5 / x4) - (0.01958937 * (sqrt(x1) * (inv(x2 + x3) + (x1 / 4.0687966)))))) + x0"
30,0.08514286,"(x1 + ((square(x5 / x4) - (((x1 / 4.133789) + inv(x2 + x3)) * (sqrt(x1) * 0.020144556))) * x1)) + x0"
32,0.08457143,"((x1 * (square(x5 / x4) - ((sqrt(x1) * 0.019912193) * ((x1 / (x3 + 4.133803)) + inv(x3 + x2))))) + x0) - x4"
33,0.08285714,"(((square(x5 / x4) - ((sqrt(x1) * 0.020144556) * ((x1 / 4.133789) + inv(x2 + x3)))) * sqrt(x4 * x2)) * x1) + x0"
38,0.08228572,"((square(x0 / x4) + x0) + (x1 * (square(x5 / x4) - ((sqrt(x1) * 0.019994192) * (inv(x2 + x3) + (x1 / 4.133798)))))) - square(x2 * x0)"
40,0.07657143,"((x0 + ((square(x5 / x4) - (((x1 / 4.1337934) + inv(x2 + x3)) * (sqrt(x1) * 0.020060712))) * x1)) - square(x2 * (x0 * 1.2800624))) + x5"
46,0.076,"square(x0 / 46.876137) + ((x0 + (x1 * (square(x5 / x4) - ((sqrt(x1) * 0.019994192) * ((x1 / 4.133798) + inv(x2 + x3)))))) - square(x0 * (x2 * 1.2800612)))"
