Complexity,Loss,Equation
1,0.9308571,"x0"
2,0.93085694,"5.3430595"
3,0.5620396,"x5 - x1"
4,0.41033983,"48.545803 - x4"
5,0.40228572,"2344.353 - square(x4)"
6,0.19142857,"24873.215 - (x4 * x1)"
7,0.15371457,"1109.0317 - (x4 * sqrt(x1))"
9,0.13607073,"(square(x5) / sqrt(x4)) - (x1 * x4)"
10,0.13057819,"(x1 + x5) - ((x4 * 0.039517745) * x1)"
11,0.11998006,"(x5 * ((445.84637 / x4) / sqrt(x4))) - x1"
12,0.11964275,"((x5 + x5) + x1) - ((x1 * 0.053890258) * x4)"
13,0.116653405,"(x1 - (x1 * (0.08020774 * x4))) + (x5 * 3.2350233)"
14,0.11371514,"(((x5 - inv(x3)) * 491.1585) / (sqrt(x4) * x4)) - x1"
15,0.10775996,"((x5 / (sqrt(x4) * (sqrt(inv(x3)) + x4))) * 497.81912) - x1"
17,0.104,"(x5 * ((494.72708 * (x5 / (sqrt(x4) * x4))) - x1)) - (x1 / x3)"
18,0.08487303,"(511.20245 * ((x5 + (-1.9361156 / (x3 + x2))) / (x4 * sqrt(x4)))) - x1"
20,0.08342857,"x5 * ((((x5 + (-2.0516477 / (x3 + x2))) / (x4 * sqrt(x4))) * 511.20245) - x1)"
22,0.08171429,"((((x5 * 485.5556) / (sqrt(x4) * x4)) - x1) * x5) - (x1 / (x3 + square(x2 + x2)))"
23,0.08,"(x5 * (((x5 * 481.25864) / (x4 * sqrt(x4))) - x1)) - (x1 / (x3 + (square(x2) * sqrt(x4))))"
25,0.076,"(x5 * (((x5 * 479.05676) / (x4 * sqrt(x4))) - x1)) - (x1 / square(x2 + (x2 + (x3 * sqrt(x4)))))"
26,0.070857145,"(x4 * ((((x5 / (x4 * sqrt(x4))) * 504.36874) - x1) * 3.7652771)) - (x1 / (sqrt(x0) * square(x3 + x2)))"
27,0.068571426,"((x4 * sqrt(sqrt(x1))) * ((x5 * (500.38184 / (x4 * sqrt(x4)))) - x1)) - (x1 / (x3 + (square(x2) * sqrt(x5))))"
28,0.06,"(((x5 * (504.36874 / (x4 * sqrt(x4)))) - x1) * (inv(sqrt(sqrt(x2))) * x4)) - (x1 / (square(x3 + x2) * sqrt(x0)))"
30,0.059428573,"((x1 + (x4 * (((x5 * 499.47327) / (x4 * sqrt(x4))) - x1))) * sqrt(sqrt(inv(x2)))) - (x1 / (sqrt(x0) * square(x2 + x3)))"
32,0.057714287,"(((inv(sqrt(sqrt(x2))) * x4) + (x1 * x2)) * (((x5 * 498.77774) / (x4 * sqrt(x4))) - x1)) - (x1 / (square(x3 + x2) * sqrt(x0)))"
36,0.054857142,"(inv(x2 + -0.0060478905) + (((((x5 * 498.77774) / (sqrt(x4) * x4)) - x1) * (inv(sqrt(sqrt(x2))) * x4)) - (x1 / (sqrt(x0) * square(x3 + x2))))) + x0"
37,0.054285713,"(inv(x2 + -0.0060478905) + ((((x5 * 498.77774) / (sqrt(x4 - 0.81066567) * x4)) - x1) * (x4 * inv(sqrt(sqrt(x2)))))) - (x1 / (sqrt(x0) * square(x3 + x2)))"
38,0.052,"(inv(x2 + -0.0060478905) + (((sqrt(inv(sqrt(x2))) * x4) + (x1 * x2)) * (((x5 * 498.77774) / (x4 * sqrt(x4))) - x1))) - (x1 / (sqrt(x0) * square(x3 + x2)))"
