Complexity,Loss,Equation
1,0.9490909,"x0"
3,0.55030805,"x4 - x0"
5,0.52707434,"(x4 - x0) - x3"
6,0.4150428,"48.543182 - x3"
8,0.26218578,"x4 + (square(x0 / x3) - x0)"
9,0.2503769,"x4 - (x0 / exp(x0 / square(x3)))"
10,0.16250287,"((x4 + x4) - (sqrt(x0) * x3)) + x4"
11,0.1392493,"x4 + ((x3 * -0.3571536) * sqrt(x0))"
12,0.13386379,"((x3 * (sqrt(sqrt(x4)) - sqrt(x0))) + x4) + x4"
13,0.115451835,"x4 + ((x3 * (5.323254 - sqrt(x0))) + x4)"
15,0.11490909,"(x4 + (((5.316655 - sqrt(x0)) * x3) + x4)) * x0"
16,0.10554783,"x4 + ((x3 * (5.137961 - (sqrt(x0) / exp(x1)))) + x4)"
17,0.103878595,"(x4 + x4) + ((x3 * (5.0406137 - sqrt(x0))) / square(exp(x1)))"
18,0.103753485,"(((x3 / exp(x1 + x2)) * (5.0325384 - sqrt(x0))) + x4) + x4"
19,0.10327273,"((x4 + (((5.048678 - sqrt(x0)) / square(exp(x1))) * x3)) + x4) * x0"
20,0.10313012,"x4 + ((((x3 / (0.20231487 - x1)) - (sqrt(x0) * x3)) / exp(x2)) + x4)"
21,0.102545455,"x0 + (((((x3 / (0.19940962 - x1)) + x4) - (sqrt(x0) * x3)) + x4) / x2)"
24,0.10181818,"x3 + (((x4 + x4) + (((x3 / (0.20231727 - x1)) - (x3 * sqrt(x0))) / exp(x2))) / x1)"
26,0.10135718,"((exp(sqrt(x4 * x2)) - x0) / exp(sqrt(x1))) + (((x0 + x4) + x4) / (x3 + (x3 * -0.9352788)))"
28,0.0987481,"(exp(sqrt(x4 * x2)) - (x0 / (exp(sqrt(x1)) - x1))) + ((x4 + (x0 + x4)) / (x3 + (x3 * -0.9353176)))"
30,0.09745455,"(((x0 + (x4 + x4)) / (x3 + (x3 * -0.939201))) + ((exp(sqrt(x2 * x4)) - x0) / (square(exp(x1)) + x1))) * x4"
32,0.09527273,"((((x0 + (x4 + x4)) / ((x3 * -0.9353299) + x3)) + (exp(sqrt(x4 * x2)) - (x0 / exp(sqrt(x1) - x1)))) / x1) + x3"
35,0.0939012,"((((exp(sqrt(x4 * x2)) - x0) / square(exp(x1))) + (((x0 + x4) + x4) / (x3 + (x3 * -0.9406524)))) * inv(sqrt(x1))) - (inv(x1) - x3)"
37,0.09381818,"(((((exp(sqrt(x4 * x2)) - x0) / square(exp(x1))) + ((x0 + (x4 + x4)) / (x3 + (x3 * -0.9406524)))) * inv(sqrt(x1))) - (inv(x1) - x3)) / x2"
40,0.09236363,"(x3 * ((exp(sqrt(x4 * x2)) + (((x4 + x0) + x4) / (x3 + (-0.9406057 * x3)))) - (x0 / square(exp(x1))))) - (square((x3 - inv(x2)) / (x1 * x4)) - x3)"
41,0.09163637,"((exp(sqrt(x2 * x4)) + (((x4 + (x4 + x0)) / (x3 + (-0.9406057 * x3))) - (x0 / square(exp(x1))))) * x3) - (square(sqrt(x3) - (inv(x2) / (x1 * x4))) - x3)"
42,0.09090909,"(x3 * ((exp(sqrt(x4 * x2)) + (((x4 + x0) + x4) / (x3 + (-0.9406057 * x3)))) - (x0 / square(exp(x1))))) - (square((x3 - inv(x2)) / (x1 * (x3 + x4))) - x3)"
44,0.09018182,"(x3 * ((((x4 + x4) + x0) / (x3 + (-0.9406057 * x3))) + (exp(sqrt(x2 * x4)) - (x0 / square(exp(x1)))))) - (square((inv(x2) / (x1 * (x4 + x3))) - inv(sqrt(x1))) - x3)"
48,0.09018177,"(((x3 * ((((x4 + x4) + x0) / ((x3 * -0.9405957) + x3)) + (exp(sqrt(x2 * x4)) - (x0 / square(exp(x1)))))) - (square(sqrt(inv(x2)) - (inv(x2) / (x1 * (x3 + x4)))) - x3)) / x2) / x0"
50,0.09018176,"((((x3 * ((exp(sqrt(x2 * x4)) + (((x4 + x4) + x0) / ((x3 * -0.9405957) + x3))) - (x0 / square(exp(x1))))) - (square(sqrt(inv(x2)) - (inv(x2) / (x1 * (x3 + x4)))) - x3)) / x2) / x0) - x2"
