Complexity,Loss,Equation
1,0.93454516,"6.0373325"
2,0.9345451,"log(x5)"
3,0.40138018,"49.296986 - x4"
4,0.39956114,"cube(49.45147 - x4)"
5,0.19127272,"25684.445 - (x4 * x1)"
7,0.15171738,"(13048.096 / x1) + (20.160683 - x4)"
8,0.12186877,"cube((x5 / x1) - -2.7640774) - x4"
9,0.12151485,"cube(cube((x5 / x1) - -2.7415297) - x4)"
10,0.11464679,"cube((x5 / x1) - -3.2400157) - (x4 * 1.4560888)"
11,0.10472744,"cube(cube((x5 / x1) - -2.54655) - x4) + x5"
13,0.10400007,"x5 + cube((cube((x5 / x1) - -2.5567684) - x4) + -0.28664714)"
14,0.10112924,"(x5 - inv(x2)) + cube(cube((x5 / x1) - -2.5589778) - x4)"
15,0.10112913,"(x5 - inv(sin(x2))) + cube(cube((x5 / x1) - -2.5589778) - x4)"
16,0.10109091,"(cube(cube((x5 / x1) - -2.5586214) - x4) + (x5 - inv(x2))) / x2"
17,0.07653257,"(0.5699339 * cube(inv(x1 / x5) - -3.8780062)) + ((-0.45058978 / (x3 + x2)) - x4)"
18,0.076463,"cube((-0.44211853 / (x3 + x2)) + ((cube(inv(x1 / x5) - -3.9134123) * 0.55913883) - x4))"
19,0.069818184,"((cube(inv(x1 / x5) - -3.7575428) * 0.5962681) + ((-0.4079325 / (x2 + x3)) - x4)) * x0"
22,0.06909091,"(((-0.4275712 / (x3 + x2)) - x4) + ((cube(inv(x1 / x5) - -3.749496) - sin(x0)) * 0.6082843)) * x5"
23,0.06836364,"(((cube(inv(x1 / x5) - -3.749496) - tan(sin(x0))) * 0.6082843) + ((-0.4275712 / (x3 + x2)) - x4)) * x5"
24,0.06763636,"x5 * ((((-0.4279074 / (x2 + x3)) - x4) + (cube(inv(x1 / x5) - -3.748644) * 0.6064352)) - cos(x0 + -0.9674421))"
25,0.06690909,"(x0 * ((((-0.4279074 / (x2 + x3)) - x4) + (cube(inv(x1 / x5) - -3.748644) * 0.6064352)) - tan(cos(x0)))) + x1"
26,0.0661819,"((((-0.4275712 / (x2 + x3)) + ((cube(inv(x1 / x5) - -3.749496) * 0.6082843) - sin(cube(x1)))) - x4) - cos(x0)) * x0"
27,0.06545454,"(x0 * ((((-0.4275712 / (x2 + x3)) - x4) + (cube(inv((x1 + 2.0719204) / x5) - -3.749496) * 0.6082843)) - tan(cos(x0)))) + x1"
30,0.06472727,"((-0.4275712 / (x3 + x2)) + (((((cube(inv(x1 / x5) - -3.749496) * 0.6082843) - sin(x5 * -0.5163667)) - x4) - cube(cos(x0))) - 0.34124672)) * x0"
33,0.064,"((((((0.6082843 * cube(inv(x1 / x5) - -3.749496)) - sin(x5 * -0.5163667)) - x4) - cube(cos(x0))) + (-0.4275712 / (x3 + x2))) - sin(0.34124672 * x0)) / x2"
40,0.062545456,"((((16.32157 - x4) - cube(x2 - (inv(x1 / x5) - -2.683626))) * 2.3370533) + ((-1.0934796 / (x2 + x3)) - ((x4 * cube(cos(x0))) * 0.12939915))) * ((-2.1044137 / ((x1 / x5) - cos(x0))) + x0)"
42,0.061818182,"(((((16.32157 - x4) - cube(x2 - (inv(x1 / x5) - -2.683626))) * 2.3370533) + (-1.0934796 / (x2 + x3))) - (cube(cos(x0)) * (0.12939915 * x4))) * ((-2.1044137 / (x2 - cos((1.1719621 - x4) + x3))) + x0)"
