Complexity,Loss,Equation
1,0.9308571,"x1"
2,0.93085694,"5.3429356"
3,0.5620396,"x5 - x1"
4,0.41033983,"48.54582 - x4"
6,0.23251651,"(x0 / sqrt(x1)) - x4"
7,0.15731654,"(1102.0835 / sqrt(x1)) - x4"
9,0.143343,"((x5 + 684.3559) / sqrt(x1)) - x4"
10,0.12857187,"(x5 * 68.16447) - ((x4 + x1) * x4)"
11,0.12327401,"square((x5 / -0.40553704) / x4) + (x4 - x1)"
12,0.118857145,"(x5 / 0.012529952) - (x4 * ((x1 + x4) + x4))"
13,0.108571425,"(x5 / 0.021889707) - ((x4 + (x1 * -0.01693835)) * x1)"
14,0.10786893,"(square((x5 / -0.4254661) / x4) - x1) + (x5 * 0.25541544)"
16,0.10685714,"((square((x5 / -0.4254661) / x4) - x1) + (x5 * 0.29115835)) * x1"
18,0.096727274,"x0 * (sqrt(sqrt(x3)) + (square(x5 / x1) - (square(x4) / (x5 / 0.18845724))))"
19,0.09657143,"square(x1) * (sqrt(sqrt(x3)) + (square(x5 / x1) - (square(x4) / (x5 / 0.18834186))))"
21,0.07828572,"x0 / ((x3 + square((x5 / (x1 * 4.0383806)) + x2)) - (square(x4) / (x5 / 0.011526141)))"
23,0.078285635,"(x5 * ((square((x5 / (4.0383806 * x1)) + x2) + x3) - (square(x4) / (x5 / 0.011526141)))) / x2"
24,0.077714294,"x0 / ((0.41048616 * ((x2 + square(x5 / (x1 * 2.2862217))) - (square(x4) / (x5 / 0.032385394)))) + x3)"
25,0.07771429,"(((x3 / 0.41753867) + square(x5 / (x1 * 2.2758343))) + (x2 - (square(x4) / (x5 / 0.03265423)))) * square(x0)"
28,0.07714286,"((((x3 / 0.41753867) + square(x5 / (x1 * 2.2758343))) + (x2 - (square(x4) / (x5 / 0.03265423)))) * square(square(x4))) + x0"
29,0.07620597,"((square(x5 / (x1 * 2.2862723)) + (x2 - (square(x4) / (x5 / 0.032413766)))) + (x3 / 0.4104905)) * exp(x5 * (x3 + x2))"
30,0.07535106,"(((x2 + square(x5 / (x1 * 1.977017))) + (x3 / 0.29082024)) - (square(x4) / (x5 / 0.04303162))) * square((-21.098755 - x1) + x0)"
31,0.065714285,"(exp(x0 * (x2 + x3)) * ((((x3 / 0.41048616) + x2) + square(x5 / (x1 * 2.2862217))) - (square(x4) / (x5 / 0.032385394)))) - x0"
32,0.05843251,"(sqrt(exp((x3 + x2) * x0)) * (((x3 / 0.41048616) + x2) + (square(x5 / (2.2862217 * x1)) - (square(x4) / (x5 / 0.032385394))))) - x4"
34,0.058285713,"((sqrt(exp(x0 * (x2 + x3))) * (((x3 / 0.41048616) + x2) + (square(x5 / (2.2862217 * x1)) - (square(x4) / (x5 / 0.032385394))))) - x4) / x3"
35,0.056571428,"(exp((x2 + x3) * x0) * ((x3 / 0.41048616) + (x2 + (square(x5 / (x1 * 2.2862217)) - (square(x4) / (x5 / 0.032385394)))))) - (square(x4) / sqrt(x3))"
36,0.054857142,"(exp((x2 + x3) * x0) * ((x3 / 0.41048616) + (x2 + (square(x5 / (x1 * 2.2862217)) - (square(x4) / (x5 / 0.032385394)))))) - (square(x4) / sqrt(inv(x1)))"
37,0.05371175,"(((x3 / 0.41580203) + (square(x5 / (2.275863 * x1)) + (x2 - (square(x4) / (x5 / 0.032672465))))) * sqrt(exp(x2 * x0) * exp(x3 * (x0 - x5)))) - x4"
39,0.049555793,"(sqrt(exp(x3 * (x0 - x5)) * (exp(x0 * x2) + x0)) * ((x3 / 0.40889508) + ((x2 + square(x5 / (x1 * 2.2862217))) - (square(x4) / (x5 / 0.032385394))))) - x4"
41,0.04425224,"(((x2 + ((x3 / 0.4089465) + square(x5 / (2.2878883 * x1)))) - (square(x4) / (x5 / 0.03237617))) * sqrt(exp(x3 * (x0 - x5)) * ((x0 - x5) + exp(x0 * x2)))) - x4"
42,0.04288031,"((((x3 / 0.40894485) - (square(x4) / (x5 / 0.032367304))) + (square(x5 / (x1 * 2.2878685)) + x2)) * sqrt(exp(x3 * (x0 - x5)) * ((x1 + exp(x0 * x2)) + inv(x2)))) - x4"
43,0.042285714,"((sqrt(exp(x3 * (x0 - x5)) * (x1 + (x1 + exp(x0 * x2)))) * ((x2 + ((x3 / 0.40894166) + square(x5 / (x1 * 2.2878644)))) - (square(x4) / (x5 / 0.03236486)))) - x4) * x1"
45,0.040449463,"((inv(square(x2 * x5) * x2) + sqrt(exp(x2 * x0) * exp((x0 - x5) * x3))) * (square(x5 / (2.2758741 * x1)) + ((x2 - (square(x4) / (x5 / 0.03266657))) + (x3 / 0.40336898)))) - x4"
46,0.038092103,"((((x3 / 0.40336925) + (x2 - (square(x4) / (x5 / 0.032666475)))) + square(x5 / (x1 * 2.2758741))) * (sqrt(exp(x2 * x0) * exp((x0 - x5) * x3)) + inv(square(x2) * x5))) - (x4 / 0.82028204)"
48,0.037714284,"(((((x3 / 0.40336925) + (x2 - (square(x4) / (x5 / 0.032666475)))) + square(x5 / (x1 * 2.2758741))) * (sqrt(exp(x2 * x0) * exp((x0 - x5) * x3)) + inv(square(x2) * x5))) - (x4 / 0.82028204)) * x1"
49,0.037588872,"((((square(x5 / (x1 * 2.2764645)) + x2) + (x3 / 0.4037762)) - (square(x4) / (x5 / 0.03268609))) * (inv(square(x2) * x5) + sqrt(exp(x2 * x0) * exp((x0 - x5) * x3)))) + ((1.0475755 - x4) / 0.81315315)"
50,0.037142858,"(((inv(x2 * square(x2 * x5)) + sqrt(exp((x0 - x5) * x3) * exp(x2 * x0))) * ((x3 / 0.40336898) + ((square(x5 / (2.2758741 * x1)) + x2) - (square(x4) / (x5 / 0.03266657))))) - (x4 * 0.90378845)) * x1"
