Complexity,Loss,Equation
1,0.9272719,"5.3429165"
3,0.41338113,"49.63941 - x4"
4,0.4118753,"cube(49.557 - x4)"
5,0.408,"x0 * (50.666534 - x4)"
6,0.24357182,"(x0 / sqrt(x1)) - x4"
7,0.17222297,"x5 - (x4 * (x1 * 0.018749086))"
8,0.13299736,"(x1 * tan(x4 * -0.012936932)) + x5"
9,0.12706283,"x5 - (x1 * ((x4 * 0.025629455) - 0.385549))"
10,0.1242672,"x5 + ((x1 * tan(sin(log(x4)))) + -45.756393)"
11,0.12071214,"x5 + ((x1 * sin(log(x4))) - (1.8418963 * x4))"
12,0.11705522,"(x1 * tan(sin(log(x4)))) + (x5 - (0.7065188 / x2))"
13,0.11646005,"x5 + (((sin(log(x4 * 0.8779877)) * x1) - x4) / 0.7595545)"
14,0.10484294,"(x1 * tan(sin(log(x4)))) + (x5 - (1.4904325 / (x3 + x2)))"
15,0.104727276,"cube((x5 + (tan(sin(log(x4))) * x1)) - (1.4828583 / (x2 + x3)))"
16,0.10039937,"((tan(sin(log(x4 + -0.5964486))) * x1) + x5) - (1.4904325 / (x3 + x2))"
18,0.09890909,"(((tan(sin(log(-0.5964486 + x4))) * x1) + x5) - (1.4904325 / (x3 + x2))) * x5"
19,0.0914618,"(x5 + (tan(log(6.8304954 * x4) / -1.5574565) * x1)) + (cube(log(x3 + x2)) / 0.48529506)"
20,0.085973635,"cube(log(x3 + x2) / 0.7658185) + (x5 + (tan(log(log(x0) * x4) / -1.556408) * x1))"
21,0.085964955,"cube(log(sin(x2 + x3)) / 0.7658185) + (x5 + (tan(log(log(x0) * x4) / -1.556408) * x1))"
22,0.085090905,"((x5 + cube(log(x2 + x3) / 0.7658185)) + (tan(log(log(x0) * x4) / -1.556408) * x1)) * x0"
23,0.08329976,"((x5 + (x1 * tan(log(x4 * log(x0)) / -1.5544419))) + tan(x0)) + (cube(log(x3 + x2)) / 0.51659185)"
24,0.083025075,"cube(x5 + ((x1 * tan(log(log(x0) * x4) / -1.5544419)) + (tan(x0) + (cube(log(x3 + x2)) / 0.51659185))))"
25,0.08268415,"(0.7453787 * tan(x0)) + (x5 + ((x1 * tan(log(x4 * log(x0)) / -1.5546532)) + (cube(log(x3 + x2)) / 0.515732)))"
26,0.08248523,"cube((0.7453787 * tan(x0)) + (x5 + ((x1 * tan(log(x4 * log(x0)) / -1.5546532)) + (cube(log(x3 + x2)) / 0.515732))))"
27,0.07935261,"x5 + ((cube(log(x3 + x2)) / 0.515732) + (tan(log(log(x0) * x4) / -1.5546532) * (x1 + tan(x3 - (x0 - x3)))))"
28,0.07827359,"x5 + ((tan(log(x4 * log(x0)) / -1.5546532) * x1) + (tan(x0) + ((tan(x5 * x2) + cube(log(x3 + x2))) / 0.515732)))"
29,0.078247674,"(x5 + ((tan(log(log(x0) * x4) / -1.5546532) * x1) + (tan(x0) + tan(x5 * tan(x2))))) + (cube(log(x3 + x2)) / 0.515732)"
30,0.077818185,"((x5 + (tan(log(log(x0) * x4) / -1.5546532) * x1)) + (tan(x0) + ((tan(x2 * x5) + cube(log(x2 + x3))) / 0.515732))) / x3"
31,0.07709091,"(((((x1 + 1.1566544) + tan(x3 - (x0 - x3))) * tan(log(log(x0) * x4) / -1.5553417)) + (cube(log(x2 + x3)) / 0.5163711)) + x5) * x5"
32,0.073471926,"((tan(x2 * x5) + cube(log(x3 + x2))) / 0.515732) + (x5 + ((tan(x3 - (x0 - x3)) + x1) * tan(log(log(x0) * x4) / -1.5546532)))"
34,0.07272727,"((((tan(x2 * x5) + cube(log(x3 + x2))) / 0.515732) + x5) + ((tan(x3 - (x0 - x3)) + x1) * tan(log(log(x0) * x4) / -1.5546532))) * x1"
