Complexity,Loss,Equation
1,0.92218184,"x3"
3,0.92128146,"x3 * x1"
4,0.71012044,"inv(x0) - x2"
5,0.5030345,"x3 - exp(sqrt(x2))"
6,0.42360368,"49.37708 - x2"
8,0.41745454,"(48.409565 - x2) * x3"
9,0.41145474,"(x3 / 0.18617606) - square(x2)"
10,0.41143855,"x3 - exp(sqrt(x2) - sqrt(x2 * x0))"
11,0.4015475,"x3 - exp(x2 * (0.14855781 - x0))"
12,0.40145454,"(x0 * square(x3)) - exp(x2 * 0.17121413)"
14,0.39927274,"((x0 + x0) * square(x3)) - exp(0.18511435 * x2)"
15,0.39756036,"((x2 - exp(x2 * 0.09503431)) * inv(x0)) + square(x2)"
16,0.3970919,"x3 * ((x2 + (x0 * square(x2))) - exp(x2 * 0.09503431))"
17,0.3970909,"(x2 + ((square(x2) * x0) - exp(x2 * 0.09503431))) * square(x3)"
23,0.39563635,"(((x0 * (x3 * x3)) * 2.4709592) - exp(x2 * 0.1884973)) - (sqrt(x2) / x1)"
24,0.3927273,"(((x3 * (x3 * 6.1183276)) * x0) - exp(x2 * 0.20766608)) - (sqrt(x1) / square(x1))"
25,0.39127272,"(((x0 * (x3 * 2.4709692)) * x3) - exp(x2 * 0.18847285)) - (6.331579 / x1)"
29,0.39054546,"(((2.4709592 * (x3 * x3)) * x0) - (exp(x2 * 0.1884973) - sqrt(exp(x1 * x3)))) - (sqrt(x2) / x1)"
34,0.38692147,"((x3 * x0) * (2.4709516 * x3)) - (exp(x2 * 0.18867485) - (sqrt(exp(x3 * x1)) - ((exp(x0) / x1) / 0.15400028)))"
35,0.3869091,"((((x3 * 2.4709592) * x3) * x0) - (exp(x2 * 0.1884973) - sqrt(exp(x1 * x3)))) - ((sqrt(sqrt(x3)) / x1) * 1.595668)"
36,0.38618183,"((x3 * (x0 * 2.4709516)) * x3) - (exp(x2 * 0.18867485) - (sqrt(exp(x3 * x1)) - ((1.2170508 / x1) / 0.18926066)))"
41,0.38609615,"((((x0 * x3) * (x3 * 2.470945)) - (exp(x2 * 0.1886643) - sqrt(exp(x3 * x1)))) - ((1.2162365 / x1) / 0.1886643)) * square(x0 / x1)"
43,0.38598043,"(((x0 * (x3 * (x3 * 2.470945))) - (exp(x2 * 0.1886643) - sqrt(exp(x3 * x1)))) - ((1.2162365 / x1) / 0.1886643)) * (square(x0 / x1) - x0)"
44,0.38545454,"(((((x3 * x3) * 2.4709592) * x0) - (exp(x2 * 0.1884973) - (sqrt(exp(x1 * x3)) - ((1.2176778 / x1) / 0.1884973)))) / square(x1)) - exp(x1 / x0)"
