Complexity,Loss,Equation
1,0.9308571,"x1"
2,0.93085563,"4.9963355"
3,0.5620396,"x5 - x1"
4,0.41033983,"48.544094 - x4"
5,0.40228572,"2344.8281 - square(x4)"
6,0.19142857,"24872.848 - (x4 * x1)"
7,0.15371428,"(1.226628e6 / x1) - square(x4)"
9,0.14,"((x5 * 2920.6748) / x1) - square(x4)"
10,0.13057819,"((x4 * -0.039517745) * x1) + (x1 + x5)"
11,0.11297411,"(x4 * ((x1 * -0.010844578) + -2.2620623)) + x5"
13,0.111428574,"(x5 + (x4 * (-2.2784235 + (x1 * -0.010840058)))) * x5"
14,0.10270349,"((x5 + ((x1 * -0.024539126) * x4)) / sqrt(sqrt(x3))) + x1"
16,0.093071915,"x1 + ((x5 + (x4 * (x1 * -0.026116207))) / sqrt(sqrt(x3 + x2)))"
17,0.08315391,"(x1 + x1) + (((x4 * (x1 * -0.025435356)) + x5) / sqrt(x3 + x2))"
19,0.0759991,"(((((x4 * x1) * -0.028290464) + x5) / sqrt(x2 + x3)) + (x1 + x5)) + x1"
20,0.059134096,"(((x1 + (x4 * (x1 * -0.024296086))) + x5) / sqrt(0.016244356 / (x2 + x3))) - x1"
22,0.057334054,"((x1 + ((((x4 * x1) * -0.025438337) + x5) / 0.7476535)) * ((x2 + x3) / 0.01621391)) - x1"
24,0.057142857,"(((((x5 + ((x4 * x1) * -0.025417736)) / 0.74706036) + x1) / (0.01621391 / (x3 + x2))) - x1) * x1"
26,0.056571428,"(((x1 + ((((x1 * x4) * -0.025650697) + x5) / 0.747053)) / ((0.016240885 / (x2 + x3)) - x3)) - x1) * x0"
29,0.056195673,"((x1 + ((((x4 * x1) * -0.025438337) + x5) / 0.7476535)) * ((x2 + x3) / 0.01621391)) - (x1 + (exp(x3 / x2) / x0))"
30,0.052273124,"(x1 / (x4 + (x1 - x0))) + (((x1 + (((x1 * (x4 * -0.025442548)) + x5) / 0.7507129)) / (0.01621391 / (x3 + x2))) - x1)"
31,0.050811872,"(((((x5 + (-0.025417736 * (x1 * x4))) / 0.74706036) + x1) / (0.01621391 / (x2 + x3))) - x1) + (x1 / (x1 - (x0 - sqrt(x5))))"
33,0.050285716,"(square((x0 - x1) - x4) * (((x1 + ((((x1 * x4) * -0.025650697) + x5) / 0.747053)) / ((0.016240885 / (x2 + x3)) - x3)) - x1)) - x0"
